"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","entrez","symbol"
187.269377132559,-1.33418243667319,0.191158419069159,-6.95823078830853,3.445724218595e-12,2.94406211312878e-10,"387712","ENO4"
3141.34313247377,0.780472641242593,0.112176610520003,6.95724084997685,3.47001447273343e-12,2.94968934337815e-10,"997","CDC34"
195.362601245846,-1.67921466478479,0.240995706715892,-6.94567919423303,3.76643797525732e-12,3.18541234039402e-10,"11000","SLC27A3"
3777.12173828547,1.82739361057494,0.287767191019038,6.92815069328488,4.26377436390435e-12,3.5878153877278e-10,"4267","CD99"
45.1376588740551,-2.39377431357776,0.287738105712562,-6.92485211136114,4.36431207362928e-12,3.65395997280088e-10,"126206","NLRP5"
61.6871426226274,-3.46544653380686,0.275772380829527,-6.89052246810282,5.55878457993466e-12,4.63074549431457e-10,"107985004","LOC107985004"
117.702967128256,1.82619896413387,0.264299835786881,6.8866865617126,5.71068541624942e-12,4.7336183940364e-10,"105377508","LOC105377508"
437.686982134317,-1.28728084954047,0.186896004832202,-6.88017038786052,5.97810139181507e-12,4.93074986579361e-10,"55824","PAG1"
15502.962536972,0.764650118675536,0.111233816676256,6.87420993735177,6.23343529017888e-12,5.1160229246143e-10,"1847","DUSP5"
5014.75852894789,0.632558965052208,0.0921662470580767,6.86311892343944,6.73730923654356e-12,5.50246613676727e-10,"84687","PPP1R9B"
718.364016008696,-1.12092262649925,0.163572852498744,-6.84932157864612,7.42010293792093e-12,6.03055292920491e-10,"170960","ZNF721"
346822.453990102,0.835684676406239,0.122221652186578,6.83747232325767,8.06026539862554e-12,6.51903309740292e-10,"3512","JCHAIN"
296.997946966566,1.68489018563581,0.246905470497471,6.82345123886624,8.88789181096304e-12,7.15367949093986e-10,"10655","DMRT2"
672.448630471385,-1.44565779690791,0.212014740445234,-6.81552918890947,9.39174018179916e-12,7.52287419081518e-10,"166824","RASSF6"
320.601928880221,-1.17061810358557,0.171862391300729,-6.80253322130672,1.02795300866655e-11,8.19460530018819e-10,"5167","ENPP1"
